и,66
не,42
на,22
поросенок,20
дом,16
что,16
в,16
волк,16
он,14
к,12
домик,12
по,10
так,10
построить,10
а,10
из,10
я,10
с,10
от,10
три,8
поросенка,8
только,8
но,8
как,8
—,8
поросята,8
опушке,6
леса,6
вот,6
поросят,6
хижину,6
соломы,6
увидев,6
уже,6
ему,6
даже,6
они,4
лето,4
стало,4
младший,4
крепкий,4
о,4
старший,4
побыстрее,4
хочу,4
нем,4
средний,4
зимой,4
веток,4
тот,4
сейчас,4
младшенький,4
был,4
хотелось,4
быстро,4
несколько,4
ничего,4
домика,4
вам,4
побежал,4
же,4
дверь,4
рассвирепел,4
всех,4
начал,4
дуть,4
им,4
очень,4
через,4
раз,4
–,4
прямо,4
трубу,4
читать,2
онлайн,2
автор,2
английская,2
народная,2
примерное,2
время,2
прочтения,2
4,2
мин,2
летним,2
утром,2
резвились,2
прыгали,2
лужам,2
пели,2
беззаботно,2
будто,2
никогда,2
закончится,2
вечерам,2
холодать,2
братья,2
мерзли,2
самый,2
предложил,2
теплый,2
мысль,2
том,2
пора,2
прекращать,2
игры,2
расстроила,2
двух,2
других,2
строительство,2
было,2
решено,2
отложить,2
попозже,2
когда,2
холод,2
стал,2
совсем,2
нестерпим,2
началась,2
наша,2
история,2
торопился,2
вернуться,2
играм,2
построил,2
маленькую,2
веселиться,2
чтобы,2
танцевать,2
скакать,2
играться,2
ни,2
чем,2
волноваться,2
сперва,2
тоже,2
хотел,2
побоялся,2
замерзнет,2
соорудил,2
крепких,2
старшего,2
готов,2
прыгает,2
солнышке,2
поторопился,2
просто-напросто,2
накидал,2
сверху,2
листья,2
мох,2
запел,2
подошло,2
концу,2
грустить,2
мне,2
лицу,2
смогу,2
тут,2
спать,2
играть,2
самым,2
ответственным,2
приближением,2
холодов,2
до,2
игр,2
да,2
красивый,2
обязательно,2
теплой,2
печкой,2
работа,2
кипела,2
каменный,2
нелегко,2
тем,2
более,2
без,2
помощи,2
шли,2
дни,2
рос,2
крыша,2
была,2
готова,2
постелька,2
ярко-желтых,2
листьев,2
счастливый,2
мог,2
нарадоваться,2
свой,2
сочинил,2
песенку,2
строил,2
безопасно,2
будет,2
нету,2
никаких,2
забот,2
у,2
того,2
кто,2
здесь,2
живет,2
успела,2
первая,2
снежинка,2
коснуться,2
земли,2
окраине,2
посеревшего,2
холода,2
сырости,2
показался,2
угрюмый,2
дней,2
ел,2
потому,2
страшно,2
зол,2
усмехнулся,2
подумал,2
ох,2
уж,2
эти,2
маленькие,2
глупые,2
помогут,2
ваши,2
жалкие,2
хижины,2
наконец-то,2
поем,2
души,2
этими,2
словами,2
первой,2
небольшой,2
соломенной,2
хижине,2
недолго,2
думая,2
зарычал,2
таким,2
громким,2
страшным,2
голосом,2
соломинок,2
вмиг,2
слетели,2
маленький,2
открывай,2
расхрабрившийся,2
думал,2
открывать,2
тогда,2
изо,2
сил,2
та,2
взяла,2
сразу,2
разлетелась,2
сторонам,2
охнуть,2
успел,2
неожиданности,2
испуга,2
быстро-быстро,2
своему,2
среднему,2
брату,2
погнался,2
за,2
ним,2
-,2
открывайте,2
меня,2
скрыться,2
дрожали,2
страха,2
совершенно,2
знали,2
делать,2
два,2
братца,2
выскочили,2
побежали,2
домику,2
младшенького,2
копытца,2
сверкали,2
конечно,2
впустил,2
своих,2
братьев,2
задвинул,2
засов,2
тяжелой,2
двери,2
хоть,2
помогали,2
строить,2
всё,2
были,2
его,2
братьями,2
их,2
любил,2
заставил,2
себя,2
долго,2
ждать,2
окошко,2
троих,2
жутко,2
обрадовался,2
сегодня,2
останусь,2
голодным,2
ухмылялся,2
сколько,2
бедняга,2
дул,2
стучал,2
стоял,2
крепко,2
полез,2
крышу,2
залез,2
попасть,2
внутрь,2
съесть,2
пролетев,2
трубе,2
угодил,2
котел,2
кипящей,2
водой,2
собирался,2
приготовить,2
ужин,2
ошпарился,2
вылетел,2
обратно,2
улицу,2
побродив,2
немного,2
опустевшей,2
все,2
ещё,2
голодному,2
волку,2
больше,2
оставалось,2
убежать,2
лес,2
поджав,2
хвост,2
прожили,2
всю,2
зиму,2
теплом,2
уютном,2
домике,2
дружные,2
ребята,2
горе,2
беда,2
будут,2
вместе,2
навсегда,2
